Employee Number,Age,MaritalStatus,Gender,Education,EducationField,RelationshipSatisfaction,DistanceFromHome,Games,Performance Ranking,Attendance (%),Errors per shift,TrainingTimesLastYear,Hours Worked TTM,Hours Worked  3 YR,Hours Worked 5 YR,OverTime,TTM Revenue,3 YR Revenue,5 YR Revenue,NumCompaniesWorked,TotalWorkingYears,Annual Salary,PercentSalaryHike,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,Attrition
1582,64,Divorced,Male,1,Technical Degree,3,3,Black Jack,2,55,5,2,2305,2911,3261,No,75692,140191,378460,4,11,66169,9,12,13,8,8,2,3,No
1583,59,Divorced,Male,2,Technical Degree,5,8,Black Jack,4,73,5,3,2603,1595,4225,No,68968,138388,344840,3,5,37662,5,20,10,0,10,3,3,No
1584,24,Divorced,Male,3,Technical Degree,4,5,Black Jack,2,42,1,4,2056,1260,5752,No,77523,154475,387615,6,5,71137,2,10,3,8,8,4,4,No
1585,65,Divorced,Male,4,Technical Degree,5,3,Black Jack,2,32,8,6,1279,2742,5295,No,65860,161164,329300,2,26,68486,4,23,15,10,6,1,1,No
1586,35,Divorced,Male,3,Technical Degree,5,49,Black Jack,1,71,3,2,2082,2291,4289,No,57186,150627,285930,1,23,69272,1,11,1,4,9,2,3,No
1587,35,Divorced,Male,2,Technical Degree,4,25,Black Jack,4,87,3,3,2385,1575,4627,No,51844,139372,259220,6,23,65612,5,14,11,1,4,3,2,No
1588,62,Divorced,Male,4,Technical Degree,3,28,Black Jack,1,44,9,7,2650,1329,3620,No,55559,148378,277795,4,9,61013,5,25,8,0,7,2,1,No
1589,37,Divorced,Male,1,Technical Degree,2,28,Black Jack,3,81,8,10,2440,2582,3632,No,67966,160390,339830,5,21,73448,1,17,2,9,0,3,3,No
1590,62,Divorced,Male,4,Technical Degree,3,45,Black Jack,1,88,1,4,2955,1861,6067,No,47444,154928,142332,2,10,79147,1,3,4,2,3,3,1,No
1591,64,Divorced,Male,4,Technical Degree,5,13,Black Jack,1,59,8,1,2079,2705,5202,No,73443,148694,367215,0,17,59734,4,19,8,2,0,1,4,No
1592,54,Divorced,Male,3,Technical Degree,1,9,Black Jack,2,49,7,1,2727,1146,4047,No,40664,170524,121992,4,15,26001,6,3,8,6,7,1,1,No
1593,63,Divorced,Male,2,Technical Degree,2,29,Black Jack,1,80,4,4,2149,1227,6083,No,68004,150794,204012,3,23,65261,3,3,10,9,0,1,4,No
1594,57,Divorced,Male,3,Technical Degree,5,30,Black Jack,3,40,6,0,1860,1592,4288,No,68492,166410,342460,6,6,73816,6,9,1,6,6,4,2,No
1595,28,Divorced,Male,1,Technical Degree,2,18,Black Jack,3,31,9,2,1088,2557,5759,No,54246,151582,271230,7,5,33785,2,21,2,5,1,2,4,No
1596,58,Divorced,Male,1,Technical Degree,2,19,Black Jack,2,95,10,1,1029,1833,4814,No,58317,165341,291585,2,20,72460,4,8,6,0,9,1,2,No
1597,40,Divorced,Male,2,Technical Degree,4,3,Black Jack,3,51,5,1,1498,2015,4902,No,72198,152352,360990,5,24,76719,2,10,10,9,8,1,1,No
1598,43,Divorced,Male,3,Technical Degree,1,42,Black Jack,4,71,5,0,2022,2794,4519,No,71423,158445,357115,0,26,74354,3,22,1,8,10,2,3,No
1599,44,Divorced,Male,3,Technical Degree,1,20,Black Jack,2,88,10,8,1263,1322,5470,No,74347,142331,371735,0,22,58226,3,25,10,2,0,2,1,No
1600,61,Divorced,Male,3,Technical Degree,1,50,Black Jack,1,98,4,8,2832,2830,5684,No,72916,138246,364580,7,1,67573,7,26,11,6,1,3,3,No
1601,50,Divorced,Male,3,Technical Degree,2,20,Black Jack,1,89,2,4,1879,2995,4706,No,44801,168956,224005,0,22,63348,8,12,13,1,4,2,3,No
1602,47,Divorced,Male,2,Technical Degree,5,43,Black Jack,3,76,10,1,2861,2946,3928,No,78007,159071,390035,2,20,55699,3,14,4,7,5,2,2,No
1603,51,Divorced,Male,3,Technical Degree,1,38,Black Jack,1,54,7,10,1314,2531,5918,No,64981,149015,324905,0,2,45359,7,10,3,2,2,1,4,No
1604,32,Divorced,Male,4,Technical Degree,2,39,Black Jack,3,93,1,5,2358,1453,5955,No,43602,138720,218010,7,4,70204,6,9,5,9,1,2,4,No
1605,25,Divorced,Male,3,Technical Degree,3,13,Black Jack,3,57,5,3,2238,2397,4163,No,75663,155027,378315,0,17,68173,1,23,10,6,0,1,2,No
1606,24,Divorced,Male,2,Technical Degree,1,13,Black Jack,3,45,5,10,2975,1585,3121,No,72725,144977,363625,2,4,70698,4,7,4,8,7,2,3,No
1607,57,Divorced,Male,2,Technical Degree,3,16,Black Jack,1,74,4,4,2250,1327,4719,No,67725,150785,338625,1,16,66047,10,10,9,2,8,3,1,No
1608,32,Divorced,Male,1,Technical Degree,1,14,Black Jack,2,49,2,0,1053,1407,3697,No,54011,148766,270055,0,23,36944,3,10,9,9,6,1,3,No
1609,55,Divorced,Male,2,Technical Degree,3,30,Black Jack,1,60,9,1,2423,1134,3873,No,51950,143155,259750,6,26,41610,3,26,3,3,4,3,2,No
1610,29,Divorced,Male,1,Technical Degree,5,47,Black Jack,4,75,5,10,2039,2721,3390,No,51768,140184,258840,4,16,60210,2,14,12,1,1,1,1,No
1611,60,Divorced,Male,4,Technical Degree,2,23,Black Jack,3,51,6,5,2637,2436,6159,No,58826,163133,294130,2,10,33498,9,24,10,4,6,4,1,No
1612,32,Divorced,Male,4,Technical Degree,5,29,Black Jack,2,87,6,10,1550,1032,5909,No,60262,163578,301310,6,19,44636,4,12,7,1,9,3,3,No
1613,33,Divorced,Male,1,Technical Degree,3,7,Black Jack,1,77,10,0,1067,1966,5433,No,66000,167570,330000,4,23,49972,10,16,1,9,8,2,2,No
1614,53,Divorced,Male,3,Technical Degree,3,42,Black Jack,1,38,4,10,1857,1016,3889,No,50683,142097,253415,7,6,50979,2,10,13,9,9,1,1,No
1615,56,Divorced,Male,2,Technical Degree,4,39,Black Jack,3,74,6,6,2992,1676,5396,No,64918,157876,259672,1,9,74255,9,4,13,3,2,1,3,No
1616,34,Divorced,Male,3,Technical Degree,5,14,Black Jack,2,62,7,7,2828,1376,3946,No,67324,163994,336620,6,3,74558,4,5,4,9,1,2,4,No
1617,39,Divorced,Male,3,Technical Degree,5,4,Black Jack,3,58,1,9,2020,2567,4579,No,73889,160556,369445,5,1,71772,7,23,9,2,4,3,2,No
1618,47,Divorced,Male,4,Technical Degree,2,34,Black Jack,2,92,9,8,2279,1421,3472,No,72782,152874,363910,7,15,81512,10,9,12,5,0,2,1,No
1619,23,Divorced,Male,4,Technical Degree,2,8,Black Jack,4,81,2,2,1398,1701,5673,No,66978,144155,334890,1,12,44146,8,23,2,3,9,2,1,No
1620,41,Divorced,Male,3,Technical Degree,2,40,Black Jack,1,70,4,3,1672,2046,3362,No,48556,161228,242780,5,10,43085,2,24,11,3,3,2,3,No
1621,49,Divorced,Male,3,Technical Degree,1,18,Black Jack,3,27,5,9,1502,2697,5063,No,58976,161409,294880,5,13,33618,7,15,7,4,3,4,1,No
1622,38,Divorced,Male,1,Technical Degree,4,16,Black Jack,2,63,10,8,2817,1771,5125,No,46286,138933,231430,3,24,70328,7,18,14,3,1,2,3,No
1623,55,Divorced,Male,4,Technical Degree,3,16,Black Jack,1,46,1,7,2280,1258,3460,No,60166,157489,180498,3,0,78509,6,3,1,2,6,3,4,No
1624,42,Divorced,Male,1,Technical Degree,2,11,Black Jack,2,36,10,9,1675,1518,4594,No,44203,160368,221015,5,1,39869,4,10,11,2,8,3,2,No
1625,64,Divorced,Male,3,Technical Degree,2,28,Black Jack,4,89,2,4,2387,1144,3331,No,73422,161722,367110,1,13,38322,4,15,0,2,0,1,4,No
1626,62,Divorced,Male,4,Technical Degree,2,45,Black Jack,3,28,8,2,1836,2806,4105,No,40540,157297,202700,2,6,79845,4,10,15,6,10,2,4,No
1627,56,Divorced,Male,1,Technical Degree,5,43,Black Jack,3,90,4,1,2016,1414,4659,No,58507,58507,58507,5,4,49401,1,1,13,10,8,4,2,No
1628,35,Divorced,Male,1,Technical Degree,1,38,Black Jack,3,76,5,4,1638,2243,4690,No,68065,136130,136130,2,13,54137,8,2,5,0,0,4,2,No
1629,58,Divorced,Male,1,Technical Degree,5,17,Black Jack,3,49,8,0,1483,1499,6122,No,55303,110606,110606,7,11,54270,9,2,10,5,10,2,4,No
1630,60,Divorced,Male,3,Technical Degree,1,38,Black Jack,4,97,2,9,2414,1124,4738,No,57347,160017,286735,2,18,57191,8,11,0,7,4,2,1,No
1631,48,Divorced,Male,2,Technical Degree,2,1,Black Jack,3,80,4,4,2395,2440,4043,No,55097,55097,55097,1,12,74187,1,1,1,5,6,4,2,No
1632,25,Divorced,Male,3,Technical Degree,4,10,Black Jack,1,36,8,7,2466,1744,3269,No,76037,139498,380185,7,23,75562,1,12,10,5,4,1,1,No
1633,43,Divorced,Male,4,Technical Degree,3,32,Black Jack,3,60,1,9,2860,1418,3220,No,68990,156801,206970,7,9,49162,10,3,0,2,10,1,3,No
1634,62,Divorced,Male,3,Technical Degree,4,19,Black Jack,4,44,10,0,1019,1372,4575,No,61317,165169,306585,7,16,77167,10,21,2,10,1,2,4,No
1635,38,Divorced,Male,3,Technical Degree,1,34,Black Jack,3,41,8,0,1615,1065,5740,No,56497,153939,282485,1,18,66149,1,9,1,0,4,1,3,No
1636,55,Divorced,Male,3,Technical Degree,5,19,Black Jack,1,64,1,3,2090,1494,4475,No,43457,158752,217285,2,24,57264,10,9,11,4,0,2,2,No
1637,30,Divorced,Male,3,Technical Degree,4,3,Black Jack,3,32,4,1,2901,1493,5259,No,75881,152254,379405,2,12,41538,2,13,10,8,7,2,1,No
1638,53,Divorced,Male,3,Technical Degree,3,12,Black Jack,2,58,6,4,1839,2627,3923,No,47915,142236,239575,7,15,67872,5,21,8,6,7,3,1,No
1639,51,Divorced,Male,3,Technical Degree,5,8,Black Jack,2,80,7,7,1489,1126,3290,No,64673,150638,323365,2,26,83936,5,16,12,2,9,1,1,No
1640,50,Divorced,Male,2,Technical Degree,2,47,Black Jack,2,62,8,1,2620,2127,4732,No,69973,140592,349865,1,12,59771,10,5,12,0,5,3,3,No
1641,50,Divorced,Male,1,Technical Degree,1,47,Black Jack,4,69,6,7,1163,1761,5004,No,67078,143827,335390,3,1,50724,4,16,4,4,3,3,2,No
1642,28,Divorced,Male,4,Technical Degree,1,46,Black Jack,3,40,5,6,1118,2366,5678,No,42896,162733,214480,7,18,57930,5,16,7,2,0,2,4,No
1643,53,Divorced,Male,4,Technical Degree,5,2,Black Jack,1,73,9,7,1307,1455,4584,No,41722,160381,208610,5,12,74210,1,25,8,7,0,4,3,No
1644,40,Divorced,Male,1,Technical Degree,1,7,Black Jack,1,39,6,7,1604,2706,3660,No,76721,149222,383605,1,14,71690,4,23,13,10,7,4,3,No
1645,45,Divorced,Male,4,Technical Degree,5,25,Black Jack,2,58,4,7,2101,1345,4634,No,41710,41710,41710,6,11,52425,7,1,8,10,8,3,4,No
1646,47,Divorced,Male,2,Technical Degree,1,34,Black Jack,2,88,2,10,2418,1025,3590,No,68823,169073,344115,0,4,35500,3,21,6,5,10,4,2,No
1647,56,Divorced,Male,2,Technical Degree,4,1,Black Jack,1,61,10,3,1008,1105,4278,No,55224,143455,276120,4,19,31449,2,18,15,6,0,4,4,No
1648,26,Divorced,Male,2,Technical Degree,3,26,Black Jack,2,76,5,5,2125,2411,6163,No,66959,150210,334795,6,0,53284,6,24,15,8,9,1,1,No
1649,64,Divorced,Male,2,Technical Degree,2,22,Black Jack,3,86,9,1,1293,1253,3355,No,50862,155109,254310,0,23,60175,8,14,6,0,4,1,3,No
1650,61,Divorced,Male,3,Technical Degree,2,5,Black Jack,3,54,9,2,1619,1779,3123,No,72106,169012,360530,3,13,76390,1,18,7,2,2,3,4,No
1651,64,Divorced,Male,3,Technical Degree,5,40,Black Jack,2,80,8,2,1708,1778,3513,No,60513,166179,302565,1,20,34973,4,13,13,6,0,1,1,No
1652,39,Divorced,Male,4,Technical Degree,3,9,Black Jack,2,91,3,3,2409,2242,3883,No,49263,152527,246315,0,21,43604,1,19,9,7,9,4,3,No
1653,39,Divorced,Male,1,Technical Degree,1,32,Black Jack,1,77,7,0,2382,1034,3721,No,68057,167691,340285,7,3,74869,3,25,13,2,8,4,3,No
1654,56,Divorced,Male,4,Technical Degree,2,12,Black Jack,3,51,7,0,1866,1854,4334,No,69802,169496,349010,7,2,29160,4,23,15,10,4,4,2,No
1655,59,Divorced,Male,3,Technical Degree,5,18,Black Jack,3,100,3,3,1058,2688,5310,No,76290,138257,381450,0,5,29448,7,20,11,2,6,2,4,No
1656,33,Divorced,Male,2,Technical Degree,1,16,Black Jack,1,91,6,1,2023,1883,3137,No,59562,119124,119124,0,26,68780,5,2,14,7,4,1,4,No
1657,47,Divorced,Male,1,Technical Degree,1,26,Black Jack,4,84,8,1,2597,1933,4834,No,73229,73229,73229,5,23,43756,3,1,5,9,3,4,2,No
1658,33,Divorced,Male,4,Technical Degree,5,38,Black Jack,3,87,8,9,2300,2821,3834,No,55191,160053,275955,7,17,82665,2,19,8,6,3,4,4,No
1659,25,Divorced,Male,1,Technical Degree,2,45,Black Jack,2,55,8,7,1445,2699,5249,No,55459,148640,277295,6,22,82609,1,9,3,8,4,2,3,No
1660,52,Divorced,Male,1,Technical Degree,3,8,Black Jack,1,25,4,7,1343,1989,4126,No,77885,160987,389425,7,17,28586,4,14,15,7,2,2,1,No
1661,62,Divorced,Male,2,Technical Degree,1,36,Black Jack,1,94,1,2,1446,2788,4783,No,50874,166479,254370,5,12,70061,3,12,8,9,3,1,2,No
1662,39,Divorced,Male,1,Technical Degree,5,29,Black Jack,2,69,6,10,1264,2456,3939,No,43732,149875,218660,4,13,43490,4,13,4,9,2,4,2,No
1663,44,Divorced,Male,2,Technical Degree,5,50,Black Jack,4,48,8,3,1770,2759,3129,No,46062,148913,230310,6,25,40676,10,26,15,5,4,3,1,No
1664,42,Divorced,Male,4,Technical Degree,5,10,Black Jack,2,99,7,10,1598,2581,3796,No,55027,161443,275135,6,15,76423,4,23,9,9,0,4,2,No
1665,48,Divorced,Male,2,Technical Degree,5,22,Black Jack,4,82,8,0,2636,1840,5906,No,73234,151698,366170,3,19,34483,8,26,4,6,2,2,4,No
1666,44,Divorced,Male,3,Technical Degree,4,27,Black Jack,3,73,6,4,2149,2400,4743,No,59451,162991,297255,3,14,41176,3,23,2,3,10,3,4,No
1667,64,Divorced,Male,1,Technical Degree,3,45,Black Jack,3,98,2,9,2751,1949,5700,No,76538,146905,382690,7,2,75333,9,16,2,10,0,3,2,No
1668,64,Divorced,Male,2,Technical Degree,4,1,Black Jack,3,53,3,9,1054,2318,4338,No,74468,156889,372340,5,2,66432,5,21,5,10,10,2,2,No
1669,27,Divorced,Male,1,Technical Degree,1,19,Black Jack,3,99,1,5,2941,1499,5307,No,73004,167130,365020,7,24,46661,8,22,9,4,7,2,4,No
1670,27,Divorced,Male,3,Technical Degree,1,46,Black Jack,4,36,3,3,1058,2179,5467,No,62608,138960,313040,2,23,62204,6,15,1,4,9,2,4,No
1671,45,Divorced,Male,2,Technical Degree,1,27,Black Jack,3,99,5,1,2541,1599,6100,No,72829,138740,364145,0,20,29385,8,19,2,3,5,2,2,No
1672,58,Divorced,Male,4,Technical Degree,1,27,Black Jack,4,98,2,3,2943,2677,4356,No,78735,145754,393675,4,0,74273,6,22,2,3,3,2,2,No
1673,64,Divorced,Male,3,Technical Degree,3,11,Black Jack,2,75,5,10,1833,1956,3518,No,54513,145258,272565,0,23,28452,4,15,5,0,7,2,4,No
1674,29,Divorced,Male,3,Technical Degree,4,13,Black Jack,3,85,7,6,2850,1134,3453,No,63448,148367,317240,4,10,30016,4,8,5,9,7,4,1,No
1675,26,Divorced,Male,3,Technical Degree,2,16,Black Jack,2,78,8,6,1432,2075,5596,No,71608,165614,358040,2,21,70921,7,7,9,1,7,2,3,No
1676,25,Divorced,Male,4,Technical Degree,2,42,Black Jack,3,26,7,3,1617,2938,4611,No,79515,148595,397575,3,12,56943,10,18,13,5,5,2,4,No
1677,52,Divorced,Male,1,Technical Degree,4,47,Black Jack,3,69,6,5,1360,2820,5930,No,44155,148211,220775,6,3,53135,6,12,4,10,9,3,4,No
1678,37,Divorced,Male,2,Technical Degree,3,50,Black Jack,2,46,9,5,2727,2288,3348,No,52918,154122,264590,3,12,74660,4,13,13,6,8,3,2,No
1679,31,Divorced,Male,3,Technical Degree,4,31,Black Jack,4,97,4,6,1791,1548,4557,No,67584,169809,337920,4,4,54596,10,22,7,10,10,3,2,No
1680,36,Divorced,Male,1,Technical Degree,5,49,Black Jack,4,76,10,5,1191,1144,5004,No,56246,159890,281230,2,3,54106,3,7,11,10,0,1,3,No
1681,56,Divorced,Male,4,Technical Degree,1,28,Black Jack,4,37,10,0,1543,1439,5248,No,63415,147070,317075,1,2,70245,4,17,0,10,0,2,1,No
1682,38,Divorced,Male,2,Technical Degree,4,14,Black Jack,2,46,4,1,1734,2921,3274,No,62427,150987,312135,6,15,37938,6,18,15,0,9,4,1,No
1683,32,Divorced,Male,2,Technical Degree,5,14,Black Jack,1,33,10,3,1054,1435,4909,No,69196,154047,345980,0,19,71795,6,7,9,0,5,2,1,No
1684,28,Divorced,Male,2,Technical Degree,3,31,Black Jack,2,72,6,0,2212,1184,5263,No,79703,143020,398515,5,8,49049,8,10,12,3,5,1,2,No
1685,30,Divorced,Male,1,Technical Degree,3,9,Black Jack,2,57,6,1,2052,2708,5644,No,74743,156559,373715,0,13,32972,1,17,9,10,2,4,4,No
1686,27,Divorced,Male,1,Technical Degree,5,1,Black Jack,2,100,6,7,2116,1663,5644,No,44423,156427,222115,0,23,32574,6,13,0,0,6,4,1,No
1687,27,Divorced,Male,4,Technical Degree,5,19,Black Jack,3,81,7,6,1377,1471,4256,No,61437,153088,245748,4,13,31655,7,4,3,3,6,1,2,No
1688,28,Divorced,Male,2,Technical Degree,5,29,Black Jack,1,35,1,6,2665,1781,6233,No,58606,144957,293030,4,5,30144,3,25,5,7,0,2,3,No
1689,42,Divorced,Male,4,Technical Degree,4,22,Black Jack,2,93,10,9,2886,2332,5707,No,65575,160661,327875,5,18,42592,8,8,12,9,5,2,2,No
1690,55,Divorced,Male,4,Technical Degree,5,16,Black Jack,4,69,7,2,2744,1153,4300,No,73665,141148,368325,1,6,51321,9,12,12,5,8,3,2,No
1691,31,Divorced,Male,2,Technical Degree,2,37,Black Jack,3,51,1,10,1520,2578,4990,No,66571,165103,332855,4,13,60731,4,15,7,0,0,4,4,No
1692,43,Divorced,Male,2,Technical Degree,1,40,Black Jack,2,47,10,1,1854,2197,3926,No,51051,152308,255255,4,21,68850,1,12,1,3,0,4,4,No
1693,64,Divorced,Male,4,Technical Degree,3,7,Black Jack,1,73,10,5,1116,1187,4608,No,48070,144490,240350,7,26,71248,8,13,8,0,0,4,4,No
1694,24,Divorced,Male,4,Technical Degree,1,4,Black Jack,4,26,4,6,2837,1130,3905,No,41620,142337,208100,3,13,54831,2,16,1,2,5,2,1,No
1695,36,Divorced,Male,3,Technical Degree,3,35,Black Jack,4,90,6,4,2995,1720,4721,No,72881,155827,364405,2,2,35381,10,8,1,10,1,2,4,No
1696,51,Divorced,Male,4,Technical Degree,5,24,Black Jack,2,37,5,10,2777,2858,4895,No,68892,137784,137784,4,18,72130,6,2,11,4,0,4,1,No
1697,36,Divorced,Male,3,Technical Degree,5,28,Black Jack,4,79,7,9,2399,1352,5584,No,43857,143193,131571,6,18,49087,2,3,11,8,5,3,1,No
1698,23,Divorced,Male,1,Technical Degree,2,18,Black Jack,3,56,10,2,1344,1794,6053,No,57249,114498,114498,6,18,83617,2,2,11,4,2,3,3,No
1699,30,Divorced,Male,4,Technical Degree,5,2,Black Jack,1,99,8,0,2226,2428,5320,No,67176,139501,335880,4,25,44973,2,23,14,10,6,3,2,No
1700,34,Divorced,Male,2,Technical Degree,1,24,Black Jack,4,35,7,5,2900,1719,4152,No,69775,158669,348875,2,24,79386,7,8,6,4,2,2,3,No
1701,57,Divorced,Male,4,Technical Degree,2,8,Black Jack,4,35,9,0,2561,2633,5286,No,61775,146295,308875,3,24,67690,1,25,14,6,1,4,3,No
1702,42,Divorced,Male,4,Technical Degree,1,35,Black Jack,4,81,7,3,2885,2894,5970,No,74171,163632,222513,5,3,26231,4,3,0,4,10,1,3,No
1703,39,Divorced,Male,4,Technical Degree,1,10,Black Jack,2,69,9,1,2736,2502,5168,No,40552,142398,162208,0,10,49978,8,4,9,5,1,3,3,No
1704,40,Divorced,Male,4,Technical Degree,2,16,Black Jack,2,74,2,9,2418,1882,6029,No,49218,49218,49218,4,2,30025,3,1,9,4,4,4,2,No
1705,44,Divorced,Male,2,Technical Degree,3,50,Black Jack,1,58,6,5,2609,2687,5569,No,49519,169967,247595,6,20,42175,10,11,13,3,10,4,1,No
1706,53,Divorced,Male,3,Technical Degree,4,31,Black Jack,1,58,4,6,1053,1846,4509,No,53593,107186,107186,6,7,34959,4,2,3,9,3,4,2,No
1707,41,Divorced,Male,4,Technical Degree,1,12,Black Jack,2,34,9,0,2482,2614,5753,No,53988,53988,53988,0,2,44606,1,1,2,7,10,1,4,No
1708,32,Divorced,Male,1,Technical Degree,2,49,Black Jack,2,62,10,10,1142,1301,6206,No,60725,159631,303625,4,24,49201,3,23,8,10,4,2,1,No
1709,52,Divorced,Male,1,Technical Degree,1,44,Black Jack,1,46,6,8,1924,2644,4860,No,74437,148874,148874,0,10,39783,1,2,7,2,6,1,1,No
1710,59,Divorced,Male,2,Technical Degree,1,21,Black Jack,2,76,2,8,1396,2318,4649,No,44761,161403,223805,3,7,65212,8,25,0,4,2,4,1,No
1711,41,Divorced,Male,3,Technical Degree,2,27,Black Jack,4,27,1,0,2793,1130,5047,No,79473,79473,79473,2,9,48175,9,1,5,8,3,2,1,No
1712,24,Divorced,Male,4,Technical Degree,3,48,Black Jack,1,68,1,9,1326,1549,4335,No,70636,162788,353180,1,20,48377,8,6,5,3,3,3,4,No
1713,26,Divorced,Male,1,Technical Degree,3,37,Black Jack,3,69,5,5,1417,2192,4096,No,59321,151948,296605,3,1,28192,3,21,6,4,5,3,2,No
1714,64,Divorced,Male,3,Technical Degree,4,50,Black Jack,2,99,2,10,1952,2941,5792,No,71444,143322,357220,1,2,61353,4,10,1,7,3,1,3,No
1715,37,Divorced,Male,2,Technical Degree,2,8,Black Jack,1,58,8,7,1304,2099,5069,No,45480,150329,227400,6,26,73039,2,24,0,10,2,3,2,No
1716,58,Divorced,Male,3,Technical Degree,3,1,Black Jack,3,98,5,9,1298,2779,6049,No,47569,169200,237845,5,3,75290,1,8,8,10,8,1,3,No
1717,47,Divorced,Male,2,Technical Degree,1,20,Black Jack,3,69,10,0,1924,1588,3306,No,61044,122088,122088,4,14,47603,9,2,1,6,1,4,3,No
1718,63,Divorced,Male,1,Technical Degree,2,21,Black Jack,4,81,2,4,1599,1842,6054,No,59137,168592,295685,4,16,50504,4,19,6,0,1,3,4,No
1719,48,Divorced,Male,2,Technical Degree,4,16,Black Jack,4,74,8,1,1015,2525,3589,No,46637,93274,93274,0,21,44466,8,2,10,9,2,1,2,No
1720,25,Divorced,Male,2,Technical Degree,4,44,Black Jack,3,25,1,9,2050,2277,3253,No,75718,140623,378590,2,17,83728,8,25,14,8,7,4,4,No
1721,33,Divorced,Male,3,Technical Degree,3,16,Black Jack,4,90,9,8,1571,1545,5842,No,42842,155934,214210,4,6,43947,1,25,1,3,5,1,2,No
1722,42,Divorced,Male,3,Technical Degree,4,25,Black Jack,2,48,9,7,2260,1002,5163,No,76181,157536,380905,0,24,27174,8,22,14,9,3,1,4,No
1723,24,Divorced,Male,1,Technical Degree,4,18,Black Jack,1,97,8,0,2981,2712,3268,No,76995,163853,384975,4,19,54497,7,7,9,9,2,4,4,No
1724,62,Divorced,Male,4,Technical Degree,4,35,Black Jack,3,39,3,6,2741,1624,4354,No,69489,141189,347445,7,24,52263,4,14,10,8,5,3,2,No
1725,29,Divorced,Male,1,Technical Degree,3,27,Black Jack,1,89,4,7,1021,2669,3192,No,50567,140550,252835,5,13,68479,9,8,1,5,1,2,4,No
1726,33,Divorced,Male,2,Technical Degree,2,17,Black Jack,1,80,1,0,1513,1279,4798,No,51617,151026,258085,3,14,72734,6,25,1,8,9,1,3,No
1727,38,Divorced,Male,4,Technical Degree,2,47,Black Jack,1,70,2,6,1223,2670,3205,No,64355,148317,321775,0,11,62367,3,17,11,7,2,3,2,No
1728,48,Divorced,Male,3,Technical Degree,3,42,Black Jack,4,54,9,6,2266,1294,3400,No,75218,163130,376090,3,17,57239,6,22,12,6,2,4,1,No
1729,49,Divorced,Male,1,Technical Degree,2,31,Black Jack,1,81,3,1,1200,1122,4719,No,56755,148166,283775,1,2,78047,3,11,0,10,8,3,1,No
1730,61,Divorced,Male,3,Technical Degree,3,47,Black Jack,1,40,10,4,1750,1070,5514,No,71923,138251,359615,7,8,30650,3,7,3,7,4,2,1,No
1731,48,Divorced,Male,1,Technical Degree,4,48,Black Jack,4,81,4,5,1027,1302,4512,No,70105,168659,350525,5,10,48707,5,7,7,4,7,2,4,No
1732,24,Divorced,Male,3,Technical Degree,5,40,Black Jack,4,98,3,5,2988,2562,5390,No,55646,152811,278230,5,3,37716,4,10,4,5,0,3,2,No
1733,25,Divorced,Male,2,Technical Degree,1,27,Black Jack,4,71,3,5,1574,2368,4605,No,73561,158962,367805,4,21,30605,4,21,6,10,7,3,4,No
1734,24,Divorced,Male,1,Technical Degree,3,27,Black Jack,3,99,5,10,2079,2409,5297,No,74697,162892,373485,3,2,69795,2,9,11,5,5,4,3,No
1735,47,Divorced,Male,1,Technical Degree,3,39,Black Jack,3,28,6,6,1850,2947,5448,No,59438,59438,59438,6,17,79469,4,1,0,8,8,1,4,No
1736,36,Divorced,Male,1,Technical Degree,5,23,Black Jack,1,86,9,0,2383,2013,4617,No,43117,154721,215585,4,14,41144,8,20,14,5,9,4,4,No
1737,44,Divorced,Male,1,Technical Degree,2,31,Black Jack,2,66,7,9,1235,2262,4315,No,50353,162129,201412,6,25,26689,8,4,3,3,3,4,3,No
1738,28,Divorced,Male,3,Technical Degree,2,39,Black Jack,4,60,2,2,1565,2643,4492,No,47744,161205,238720,7,11,58714,4,15,15,8,7,1,4,No
1739,64,Divorced,Male,1,Technical Degree,5,6,Black Jack,2,40,2,9,2886,1565,5005,No,74433,146854,372165,3,17,79706,1,12,10,5,0,1,1,No
1740,58,Divorced,Male,2,Technical Degree,1,14,Black Jack,3,97,2,10,2162,1689,4568,No,56371,151358,281855,4,19,36707,7,12,1,5,9,4,4,No
1741,47,Divorced,Male,2,Technical Degree,3,10,Black Jack,4,100,4,6,1735,1268,4309,No,70643,140512,353215,6,1,63302,3,11,15,3,0,4,1,No
1742,41,Divorced,Male,1,Technical Degree,4,34,Black Jack,2,95,9,1,1535,1719,3121,No,75598,146693,377990,1,26,83201,4,20,3,5,2,3,2,No
1743,64,Divorced,Male,2,Technical Degree,2,48,Black Jack,2,97,3,7,1088,2190,3986,No,67915,151088,339575,7,3,71152,8,20,2,8,4,3,2,No
1744,39,Divorced,Male,1,Technical Degree,1,15,Black Jack,4,77,10,6,2516,2451,3278,No,73714,150146,368570,6,25,62451,1,10,4,10,2,2,3,No
1745,53,Divorced,Male,1,Technical Degree,1,40,Black Jack,1,38,6,2,2640,2877,4096,No,55271,141585,276355,5,17,82074,7,9,11,0,0,2,1,No
1746,39,Divorced,Male,4,Technical Degree,1,22,Black Jack,4,43,5,4,2079,1081,6206,No,52026,156982,260130,2,4,76883,6,14,9,9,3,1,4,No
