# OF EMPLOYEES,Age,MaritalStatus,Gender,Education,EducationField,RelationshipSatisfaction,DistanceFromHome,Games,Performance Ranking,Attendance (%),Errors per shift,TrainingTimesLastYear,Hours Worked TTM,Hours Worked  3 YR,Hours Worked 5 YR,OverTime,TTM Revenue,3 YR Revenue,5 YR Revenue,NumCompaniesWorked,TotalWorkingYears,Annual Salary,PercentSalaryHike,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,Attrition,Risk,Profit,riskNorm,profitNorm,R-Score
2001,42,Divorced,Male,3,Technical Degree,1,19,Black Jack,1,85,5,6,2131,1077,4520,No,102065,221150,510325,4,9,43476,1,13,8,9,0,3,2,No,0.275500139,58589,0.275735661,0.478719145,0.13199994
2002,42,Divorced,Male,1,Technical Degree,3,44,Black Jack,2,31,7,8,2129,2243,3862,No,99102,99102,99102,0,2,57928,9,1,0,1,10,2,2,No,0.025784996,41174,0.02580704,0.33642462,0.008682123
2003,47,Divorced,Male,2,Technical Degree,2,5,Black Jack,2,62,8,7,2450,2887,4005,No,87067,274553,435335,4,2,58461,4,9,11,9,2,2,3,No,0.631589259,28606,0.632129197,0.233733975,0.14775007
2004,30,Divorced,Male,1,Technical Degree,4,35,Black Jack,1,87,4,6,2592,1047,4049,No,134850,255166,674250,0,2,34954,1,13,4,10,5,2,3,No,0.478841214,99896,0.479250569,0.816230482,0.391178923
2005,25,Divorced,Male,3,Technical Degree,3,7,Black Jack,3,70,1,0,2059,2288,3841,No,142717,326118,713585,1,10,66895,2,14,12,9,10,1,1,No,0.002854099,75822,0.002856539,0.619526584,0.001769702
2006,47,Divorced,Male,1,Technical Degree,2,14,Black Jack,1,71,7,3,2113,2190,3124,No,133881,222505,669405,3,26,80682,4,18,8,9,7,4,1,No,0.619540956,53199,0.620070594,0.43467852,0.269531368
2007,55,Divorced,Male,4,Technical Degree,2,33,Black Jack,2,29,10,3,1369,1773,3746,No,95129,221240,285387,0,8,83472,8,3,3,6,10,3,2,No,0.949337156,11657,0.950148733,0.095247044,0.090498858
2008,42,Divorced,Male,1,Technical Degree,4,20,Black Jack,3,58,7,4,2552,2064,6193,No,84395,84395,84395,1,17,54470,1,1,9,0,0,3,3,No,0.893482793,29925,0.894246621,0.244511263,0.218653371
2009,59,Divorced,Male,1,Technical Degree,2,44,Black Jack,3,80,10,4,2170,1203,3941,No,86059,274867,430295,3,18,37014,6,21,11,1,5,2,3,No,0.970762876,49045,0.97159277,0.400737006,0.389353178
2010,29,Divorced,Male,3,Technical Degree,2,29,Black Jack,4,99,7,1,2280,1253,5756,No,145487,145487,145487,6,19,28010,8,1,3,5,7,1,2,No,0.848275122,117477,0.849000302,0.95988136,0.814939564
2011,28,Divorced,Male,3,Technical Degree,2,6,Black Jack,2,47,7,3,2135,2375,4270,No,130353,263505,651765,6,24,44040,4,16,1,7,5,4,2,No,0.931166953,86313,0.931962997,0.705246472,0.657263616
2012,28,Divorced,Male,2,Technical Degree,2,38,Black Jack,2,80,6,5,2635,2195,5087,No,147282,225280,736410,5,7,31147,2,13,5,0,8,4,2,No,0.985261284,116135,0.986103572,0.948916143,0.935729598
2013,36,Divorced,Male,2,Technical Degree,2,25,Black Jack,1,28,8,5,2935,1094,4362,No,146121,298545,584484,0,7,54006,4,4,15,4,2,3,2,No,0.556522191,92115,0.556997955,0.752653468,0.419226443
2014,65,Divorced,Male,1,Technical Degree,2,4,Black Jack,4,41,1,0,2458,2405,4138,No,99424,245874,298272,1,20,41776,3,3,4,5,1,4,4,No,0.490423006,57648,0.490842263,0.47103042,0.231201637
2015,43,Divorced,Male,3,Technical Degree,1,43,Black Jack,4,79,5,6,1617,1769,3964,No,117582,117582,117582,0,14,34469,10,1,5,2,5,2,3,No,0.936799909,83113,0.937600768,0.679099904,0.636724592
2016,36,Divorced,Male,2,Technical Degree,2,20,Black Jack,2,85,1,0,2058,2296,4162,No,99570,340935,497850,5,24,80124,8,15,9,2,9,3,2,No,0.766220323,19446,0.766875356,0.158889425,0.121848384
2017,23,Divorced,Male,2,Technical Degree,4,25,Black Jack,1,39,10,7,2038,2631,5052,No,124489,246113,622445,7,26,35457,5,26,9,4,6,2,1,No,0.502195198,89032,0.502624519,0.727462884,0.365640682
2018,33,Divorced,Male,4,Technical Degree,2,1,Black Jack,3,47,9,7,1809,2720,5472,No,90757,297916,453785,6,25,82898,4,15,12,5,1,2,3,No,0.396195261,7859,0.396533963,0.064214336,0.025463165
2019,30,Divorced,Male,3,Technical Degree,3,30,Black Jack,3,90,6,5,1492,1679,5608,No,122996,241509,614980,0,13,58561,6,22,12,3,8,2,3,No,0.648464736,64435,0.649019101,0.526485656,0.341699247
2020,59,Divorced,Male,2,Technical Degree,5,6,Black Jack,4,42,7,4,1404,1248,4612,No,109081,218162,218162,5,4,83357,6,2,10,10,4,2,1,No,0.670718271,25724,0.67129166,0.210185722,0.141095923
2021,24,Divorced,Male,2,Technical Degree,1,3,Black Jack,1,35,4,1,2258,2963,4616,No,81347,328342,406735,3,1,58877,6,7,0,6,1,1,1,No,0.854715958,22470,0.855446645,0.183597931,0.157058234
2022,59,Divorced,Male,3,Technical Degree,2,8,Black Jack,4,62,9,6,2305,1237,4618,No,92952,222854,464760,0,16,83728,7,6,6,5,6,4,4,No,0.541391351,9224,0.54185418,0.075367482,0.040838185
2023,56,Divorced,Male,2,Technical Degree,5,9,Black Jack,4,51,10,7,2647,2840,4169,No,124848,299598,624240,4,21,71382,8,23,2,4,3,3,2,No,0.472350916,53466,0.472754723,0.436860124,0.206527687
2024,57,Divorced,Male,2,Technical Degree,2,27,Black Jack,1,96,2,2,1299,1162,4367,No,81078,267672,405390,1,19,78318,10,21,6,6,6,2,1,No,0.761224403,2760,0.761875165,0.022551415,0.017181363
2025,49,Divorced,Male,1,Technical Degree,2,13,Black Jack,2,51,10,4,2230,1961,6112,No,100437,262759,502185,2,3,72760,1,17,12,8,4,4,1,No,0.256669281,27677,0.256888705,0.2261433,0.058093659
2026,44,Divorced,Male,1,Technical Degree,2,26,Black Jack,2,86,1,9,2317,1005,5742,No,90403,274697,452015,1,1,63886,2,26,6,2,7,2,1,No,0.776595821,26517,0.777259724,0.216665169,0.168405109
2027,54,Divorced,Male,1,Technical Degree,2,29,Black Jack,1,87,3,6,2865,1623,3279,No,148545,227806,742725,0,13,26158,4,9,5,8,10,1,3,No,0.836521403,122387,0.837236536,1,0.837236536
2028,59,Divorced,Male,1,Technical Degree,1,41,Black Jack,2,100,8,5,2332,1054,5642,No,108040,244694,540200,3,4,57861,1,24,7,10,10,3,2,No,0.698186633,50179,0.698783505,0.410002696,0.286503121
2029,50,Divorced,Male,3,Technical Degree,2,3,Black Jack,4,38,8,0,1331,1753,6126,No,138913,293557,694565,6,26,43754,1,14,2,0,1,4,1,No,0.86036611,95159,0.861101626,0.777525391,0.669528379
2030,44,Divorced,Male,3,Technical Degree,3,14,Black Jack,3,70,1,2,2101,2665,4230,No,111981,236407,559905,2,11,27905,7,9,13,6,0,2,3,No,0.873561805,84076,0.874308602,0.686968387,0.60062237
2031,34,Divorced,Male,1,Technical Degree,3,3,Black Jack,2,58,4,5,2386,1344,5189,No,125677,271399,628385,2,21,83193,4,16,4,3,1,1,3,No,0.975989968,42484,0.97682433,0.347128371,0.339083439
2032,55,Divorced,Male,4,Technical Degree,3,30,Black Jack,4,51,10,3,1931,1174,5576,No,85415,289432,427075,2,13,36948,6,13,6,7,2,2,1,No,0.580144929,48467,0.580640888,0.396014283,0.229942085
2033,59,Divorced,Male,2,Technical Degree,1,37,Black Jack,3,63,3,8,2219,1055,5632,No,106224,201695,531120,4,2,68797,8,16,12,8,4,3,3,No,0.817885662,37427,0.818584863,0.305808623,0.25033031
2034,60,Divorced,Male,3,Technical Degree,2,10,Black Jack,2,34,4,5,1030,2541,5676,No,113572,302545,567860,2,18,55643,1,17,13,4,1,3,3,No,0.334826099,57929,0.335112338,0.473326415,0.158617522
2035,60,Divorced,Male,4,Technical Degree,3,3,Black Jack,2,48,1,2,1390,1614,3513,No,131946,207677,395838,2,25,51265,7,3,7,10,8,3,2,No,0.961120996,80681,0.961942647,0.659228513,0.63414002
2036,47,Divorced,Male,1,Technical Degree,2,42,Black Jack,1,41,7,7,2155,1523,5961,No,115111,238198,575555,4,20,55273,7,26,5,3,9,2,4,No,0.638668714,59838,0.639214704,0.488924477,0.312527715
2037,41,Divorced,Male,1,Technical Degree,4,8,Black Jack,4,69,5,0,1662,1506,4012,No,96675,325122,483375,0,21,65547,6,25,12,0,7,1,4,No,0.98257353,31128,0.98341352,0.254340739,0.250122121
2038,38,Divorced,Male,3,Technical Degree,5,31,Black Jack,3,100,10,10,2359,1348,3967,No,137959,244189,551836,1,2,40239,4,4,12,6,1,1,1,No,0.132679914,97720,0.13279334,0.798450816,0.106028951
2039,46,Divorced,Male,4,Technical Degree,5,25,Black Jack,1,79,5,7,1039,1443,4816,No,144786,289572,289572,1,4,30245,4,2,1,5,9,1,3,No,0.302966008,114541,0.30322501,0.935891884,0.283785826
2040,52,Divorced,Male,1,Technical Degree,5,24,Black Jack,1,89,2,4,1703,2976,3133,No,125640,317513,376920,6,23,35966,6,3,12,9,10,1,3,No,0.232947238,89674,0.233146382,0.732708539,0.170828345
2041,60,Divorced,Male,3,Technical Degree,5,43,Black Jack,2,90,6,7,2080,2847,4069,No,112051,270851,560255,5,19,44720,1,14,10,3,9,3,3,No,0.338997814,67331,0.339287619,0.5501483,0.186658507
2042,53,Divorced,Male,2,Technical Degree,5,7,Black Jack,2,64,2,0,2739,2082,4700,No,118210,320531,591050,6,21,26327,5,19,4,7,4,4,2,No,0.370373526,91883,0.370690154,0.750757842,0.27829854
2043,48,Divorced,Male,3,Technical Degree,5,46,Black Jack,1,40,4,5,1877,2346,5600,No,99914,99914,99914,3,4,31264,7,1,3,2,7,2,4,No,0.584612852,68650,0.585112631,0.560925589,0.328204647
2044,58,Divorced,Male,1,Technical Degree,3,18,Black Jack,3,54,7,5,1803,2919,3621,No,126622,242594,633110,2,22,50206,9,7,5,3,10,1,1,No,0.596379797,76416,0.596889635,0.62438004,0.372685975
2045,40,Divorced,Male,3,Technical Degree,1,25,Black Jack,2,41,2,9,1583,1666,3353,No,103471,270710,517355,0,3,51801,1,8,2,5,4,3,4,No,0.524577486,51670,0.525025941,0.422185363,0.221658268
2046,24,Divorced,Male,2,Technical Degree,1,49,Black Jack,3,94,7,5,2449,1040,5343,No,100574,332012,502870,7,25,62894,7,17,2,2,8,3,2,No,0.430008987,37680,0.430376596,0.307875836,0.132502555
2047,61,Divorced,Male,2,Technical Degree,4,6,Black Jack,1,42,7,0,1991,2985,3295,No,81530,308088,407650,3,17,29351,5,19,5,9,0,4,4,No,0.704399407,52179,0.70500159,0.426344301,0.30057341
2048,39,Divorced,Male,2,Technical Degree,4,35,Black Jack,4,42,8,7,1548,1823,3888,No,143521,329072,430563,5,25,51538,2,3,7,5,2,4,4,No,0.046312194,91983,0.046351785,0.751574922,0.034836839
2049,52,Divorced,Male,3,Technical Degree,4,40,Black Jack,2,87,4,7,2360,2072,4210,No,124236,263818,621180,1,4,65759,10,20,6,5,10,4,1,No,0.358367013,58477,0.358673377,0.477804015,0.171375579
2050,34,Divorced,Male,2,Technical Degree,3,14,Black Jack,3,94,5,6,2941,2236,6136,No,137887,271744,689435,5,2,72255,2,23,3,2,10,4,3,No,0.294777511,65632,0.295029513,0.536266107,0.158214328
2051,49,Divorced,Male,2,Technical Degree,1,49,Black Jack,3,98,5,5,2336,2645,4542,No,132025,304615,660125,0,13,60461,2,10,13,3,10,2,1,No,0.613420445,71564,0.613944851,0.584735307,0.358995231
2052,55,Divorced,Male,1,Technical Degree,1,50,Black Jack,1,35,4,9,1973,2821,4424,No,122177,280837,610885,5,17,39501,4,18,6,5,6,1,3,No,0.955406296,82676,0.956223061,0.675529264,0.645956661
2053,28,Divorced,Male,2,Technical Degree,5,18,Black Jack,1,57,2,9,1433,1314,3199,No,95124,316215,475620,7,15,30361,8,17,15,3,8,2,2,No,0.68250013,64763,0.683083592,0.529165679,0.361464393
2054,35,Divorced,Male,1,Technical Degree,4,50,Black Jack,4,38,8,4,1850,1309,4562,No,121755,121755,121755,6,18,74592,7,1,9,3,2,1,4,No,0.646047716,47163,0.646600014,0.385359556,0.249173494
2055,38,Divorced,Male,3,Technical Degree,1,44,Black Jack,4,32,10,10,2669,1443,5403,No,122840,296819,614200,7,2,37449,1,22,10,5,10,2,2,No,0.425715727,85391,0.426079666,0.697712992,0.297281319
2056,24,Divorced,Male,4,Technical Degree,3,23,Black Jack,1,57,10,3,2262,1568,4749,No,85985,249339,429925,3,3,29838,10,23,1,0,2,3,3,No,0.023066289,56147,0.023086009,0.458766045,0.010591077
2057,44,Divorced,Male,3,Technical Degree,3,5,Black Jack,1,42,9,6,2761,1039,5859,No,99007,318750,495035,0,15,45050,5,23,8,1,6,2,4,No,0.323664399,53957,0.323941096,0.440871988,0.142816555
2058,55,Divorced,Male,2,Technical Degree,4,18,Black Jack,1,60,7,5,2162,2203,5197,No,92281,314596,461405,4,25,58795,8,13,3,0,5,2,1,No,0.339343603,33486,0.339633703,0.273607491,0.092926325
2059,43,Divorced,Male,2,Technical Degree,2,36,Black Jack,3,97,9,7,1775,2676,4181,No,136498,284748,682490,6,16,67065,1,10,11,2,1,4,2,No,0.360236296,69433,0.360544257,0.567323327,0.204545168
2060,36,Divorced,Male,4,Technical Degree,4,22,Black Jack,4,93,9,4,1431,1747,3291,No,132688,248176,663440,6,10,53081,8,17,10,6,1,1,2,No,0.128142511,79607,0.128252058,0.650453071,0.083421945
2061,54,Divorced,Male,1,Technical Degree,1,13,Black Jack,4,84,5,8,2902,1367,4894,No,125370,220181,626850,4,1,52896,8,24,9,4,1,3,3,No,0.000732598,72474,0.000733224,0.592170737,0.000434194
2062,56,Divorced,Male,2,Technical Degree,2,25,Black Jack,4,79,1,4,2884,2114,5237,No,105246,299250,526230,2,17,50278,4,18,15,5,6,4,4,No,0.468314132,54968,0.468714488,0.449132669,0.210514989
2063,64,Divorced,Male,4,Technical Degree,1,27,Black Jack,2,77,7,9,1490,1172,4710,No,103759,265656,311277,7,12,46353,7,3,14,4,5,1,2,No,0.526992122,57406,0.527442642,0.469053086,0.247398599
2064,44,Divorced,Male,1,Technical Degree,3,11,Black Jack,4,93,1,3,2281,1842,3634,No,139678,259118,698390,6,25,33566,6,26,13,8,10,1,3,No,0.43405564,106112,0.434426709,0.86702019,0.376656728
2065,39,Divorced,Male,3,Technical Degree,3,48,Black Jack,1,25,6,8,2160,1668,3753,No,110964,200589,554820,7,3,51603,6,7,2,10,8,4,3,No,0.272215609,59361,0.272448323,0.485027005,0.132144794
2066,35,Divorced,Male,3,Technical Degree,2,3,Black Jack,1,31,5,4,2134,1788,3508,No,123575,308418,617875,6,20,28060,8,6,4,10,3,1,4,No,0.525695672,95515,0.526145083,0.780434196,0.410621615
2067,58,Divorced,Male,2,Technical Degree,1,13,Black Jack,1,30,4,6,1978,1620,5713,No,105408,210816,210816,3,11,35300,7,2,12,3,7,2,3,No,0.443476607,70108,0.44385573,0.572838618,0.254257703
2068,31,Divorced,Male,2,Technical Degree,4,40,Black Jack,1,79,8,3,2669,2869,4993,No,149368,299992,746840,5,12,29953,6,26,11,4,3,2,1,No,0.468570326,119415,0.468970901,0.975716375,0.457582587
2069,32,Divorced,Male,2,Technical Degree,1,45,Black Jack,2,29,3,6,2301,1686,5036,No,130837,260949,654185,5,12,67377,8,13,7,0,1,3,4,No,0.589790285,63460,0.59029449,0.518519124,0.306078982
2070,47,Divorced,Male,1,Technical Degree,3,37,Black Jack,2,52,7,2,1312,1154,3344,No,123686,317472,618430,3,18,56130,8,12,9,9,2,2,2,No,0.488902433,67556,0.48932039,0.551986731,0.270098362
2071,54,Divorced,Male,4,Technical Degree,3,44,Black Jack,1,87,6,4,1455,2134,4409,No,110292,347669,551460,0,3,69907,7,7,8,9,1,2,2,No,0.399120423,40385,0.399461626,0.329977857,0.131813491
2072,46,Divorced,Male,1,Technical Degree,1,10,Black Jack,1,45,2,9,2355,1369,4178,No,112843,245783,564215,5,10,71722,8,14,4,8,2,1,3,No,0.602774633,41121,0.603289938,0.335991568,0.202700332
2073,48,Divorced,Male,4,Technical Degree,2,22,Black Jack,1,47,2,5,1395,1913,6059,No,95356,284357,476780,7,13,68918,1,20,14,3,6,1,2,No,0.842009667,26438,0.842729491,0.216019675,0.182046151
2074,65,Divorced,Male,1,Technical Degree,1,16,Black Jack,3,32,10,6,1419,1068,5445,No,114478,277178,572390,7,19,44375,4,5,5,3,1,1,2,No,0.027296758,70103,0.027320094,0.572797764,0.015648889
2075,51,Divorced,Male,2,Technical Degree,2,20,Black Jack,3,68,5,7,1674,2830,5066,No,131844,212970,659220,5,14,30309,8,18,13,3,2,4,2,No,0.458098622,101535,0.458490245,0.829622427,0.38037379
2076,28,Divorced,Male,2,Technical Degree,1,8,Black Jack,1,56,6,10,1950,2103,4196,No,142724,298112,713620,0,26,82552,6,24,6,0,10,3,4,No,0.750636561,60172,0.751278271,0.491653525,0.369368611
2077,30,Divorced,Male,3,Technical Degree,2,35,Black Jack,2,64,3,2,2605,2393,4327,No,133302,212771,666510,0,14,31790,5,15,12,0,4,1,1,No,0.332585114,101512,0.332869437,0.829434499,0.276093394
2078,62,Divorced,Male,4,Technical Degree,4,41,Black Jack,1,30,6,10,2121,1654,6144,No,109046,308232,545230,1,11,74693,6,14,11,10,10,3,4,No,0.500539275,34353,0.50096718,0.280691577,0.140617268
2079,28,Divorced,Male,3,Technical Degree,5,32,Black Jack,3,40,8,3,2336,2211,6049,No,143597,208431,717985,3,26,33091,8,12,13,3,0,2,1,No,0.488922495,110506,0.489340469,0.902922696,0.441836616
2080,44,Divorced,Male,1,Technical Degree,2,5,Black Jack,3,77,1,2,2874,1149,4163,No,125953,331488,629765,4,12,40651,9,9,5,9,9,4,4,No,0.023707873,85302,0.02372814,0.696985791,0.016538177
2081,43,Divorced,Male,3,Technical Degree,5,12,Black Jack,1,63,1,4,2145,2859,3322,No,126437,323307,632185,5,10,33073,2,18,10,5,9,3,2,No,0.738421689,93364,0.739052956,0.7628588,0.563793052
2082,65,Divorced,Male,4,Technical Degree,5,7,Black Jack,2,34,10,6,1719,1668,3417,No,137448,330399,412344,3,9,73760,1,3,14,6,4,1,4,No,0.906717975,63688,0.907493118,0.520382067,0.472243144
2083,26,Divorced,Male,1,Technical Degree,1,4,Black Jack,1,54,10,5,1614,1353,6163,No,115419,206685,461676,1,18,54938,4,4,15,8,6,2,3,No,0.539317193,60481,0.539778249,0.494178303,0.266746699
2084,63,Divorced,Male,2,Technical Degree,5,47,Black Jack,2,85,1,7,1655,1106,3641,No,141774,242191,708870,5,14,42513,6,9,1,7,2,1,3,No,0.629556298,99261,0.630094498,0.811042022,0.511033116
2085,36,Divorced,Male,3,Technical Degree,3,8,Black Jack,1,63,7,5,2542,2551,6089,No,140191,341511,700955,2,1,38293,8,20,8,7,6,2,4,No,0.701631541,101898,0.702231358,0.832588429,0.584669703
2086,56,Divorced,Male,2,Technical Degree,4,21,Black Jack,4,79,5,4,1607,2093,5868,No,95790,263201,478950,5,25,55178,6,13,3,2,4,4,2,No,0.003790113,40612,0.003793353,0.331832629,0.001258758
2087,41,Divorced,Male,2,Technical Degree,5,37,Black Jack,1,65,8,2,2651,2011,3940,No,105188,222894,420752,4,1,77997,9,4,2,8,10,2,2,No,0.870925338,27191,0.871669882,0.22217229,0.193660893
2088,23,Divorced,Male,2,Technical Degree,5,10,Black Jack,1,65,1,1,2173,2351,5830,No,103184,207457,515920,2,20,44073,4,8,2,2,0,3,1,No,0.85661081,59111,0.857343116,0.482984304,0.414083268
2089,62,Divorced,Male,1,Technical Degree,1,28,Black Jack,2,63,8,6,1420,1601,5249,No,148306,300697,741530,0,9,39396,5,14,9,6,9,2,4,No,0.102554666,108910,0.102642339,0.889882095,0.09133958
2090,58,Divorced,Male,4,Technical Degree,1,9,Black Jack,3,69,7,3,1843,1247,5343,No,128632,257264,257264,6,7,47289,5,2,9,10,4,3,3,No,0.535673154,81343,0.536131094,0.664637584,0.356332875
2091,52,Divorced,Male,4,Technical Degree,1,10,Black Jack,2,78,2,6,1864,1335,3869,No,112334,206393,561670,5,26,81844,8,26,12,9,2,4,3,No,0.185852404,30490,0.186011287,0.249127767,0.046340576
2092,38,Divorced,Male,1,Technical Degree,4,45,Black Jack,2,92,5,0,2871,2213,4423,No,129336,276746,646680,1,3,71591,7,13,14,2,9,2,1,No,0.186089002,57745,0.186248087,0.471822988,0.087876129
2093,33,Divorced,Male,3,Technical Degree,5,41,Black Jack,1,76,7,1,2418,2146,4560,No,135805,135805,135805,2,8,59963,7,1,5,6,3,2,1,No,0.444292124,75842,0.444671944,0.61969,0.275558757
2094,40,Divorced,Male,3,Technical Degree,5,15,Black Jack,4,49,8,4,2974,1894,3978,No,137725,288771,688625,5,18,26619,8,21,15,6,5,2,1,No,0.400315083,111106,0.400657308,0.907825178,0.363726792
2095,54,Divorced,Male,4,Technical Degree,3,50,Black Jack,2,64,3,10,1045,2919,3828,No,90007,269597,450035,0,25,44337,4,22,7,2,7,4,2,No,0.956668012,45670,0.957485856,0.373160548,0.357295947
2096,39,Divorced,Male,3,Technical Degree,3,43,Black Jack,3,50,4,1,2134,2932,5999,No,124576,253575,622880,3,15,76610,3,16,15,2,1,3,1,No,0.635986705,47966,0.636530403,0.391920711,0.249469448
2097,48,Divorced,Male,2,Technical Degree,5,28,Black Jack,2,29,3,3,1558,1978,5857,No,102646,291472,513230,1,0,79631,6,5,0,1,7,2,2,No,0.667440458,23015,0.668011044,0.188051018,0.125620157
2098,50,Divorced,Male,3,Technical Degree,1,20,Black Jack,3,31,2,4,2295,2498,4726,No,110248,273955,551240,6,3,31049,4,18,4,1,8,1,1,No,0.532768481,79199,0.533223939,0.647119384,0.345059546
2099,59,Divorced,Male,2,Technical Degree,4,35,Black Jack,2,53,4,4,1367,2648,5585,No,98153,297445,490765,4,15,75956,6,17,10,10,2,4,2,No,0.528040159,22197,0.528491575,0.181367302,0.095851091
2100,38,Divorced,Male,1,Technical Degree,4,44,Black Jack,2,39,1,9,2286,1260,5353,No,88314,344960,441570,3,6,37397,7,12,14,1,10,4,1,No,0.876406212,50917,0.877155441,0.416032749,0.364925389
2101,65,Divorced,Male,3,Technical Degree,3,23,Black Jack,1,40,3,6,2922,2556,4050,No,89814,214976,449070,1,5,51707,4,12,4,1,4,4,1,No,0.214058839,38107,0.214241835,0.311364769,0.06670736
2102,36,Divorced,Male,2,Technical Degree,1,29,Black Jack,4,78,6,4,2825,2191,3865,No,103150,235179,515750,2,3,29454,2,12,7,4,8,2,4,No,0.024756731,73696,0.024777895,0.602155458,0.014920145
2103,27,Divorced,Male,4,Technical Degree,5,20,Black Jack,4,36,2,4,1138,1806,4740,No,119389,263047,596945,6,3,33175,9,13,13,9,0,2,4,No,0.154968322,86214,0.155100803,0.704437563,0.109258831
2104,55,Divorced,Male,2,Technical Degree,3,6,Black Jack,1,97,6,1,1332,1991,3884,No,132386,284439,529544,3,21,78791,4,4,14,1,0,2,2,No,0.509729317,53595,0.510165079,0.437914158,0.223408511
2105,42,Divorced,Male,3,Technical Degree,2,34,Black Jack,1,45,1,6,2787,2494,5533,No,85951,218530,429755,1,18,47506,10,25,11,9,7,4,1,No,0.614888935,38445,0.615414596,0.3141265,0.193318033
2106,28,Divorced,Male,2,Technical Degree,2,14,Black Jack,2,61,6,6,2004,1639,4869,No,96107,322042,480535,7,18,61462,1,16,5,8,8,1,4,No,0.278516335,34645,0.278754436,0.283077451,0.078909095
2107,41,Divorced,Male,4,Technical Degree,1,9,Black Jack,2,44,4,8,2135,1992,5906,No,125328,242356,626640,3,23,35604,1,7,12,2,2,4,3,No,0.115563848,89724,0.115662642,0.733117079,0.084794258
2108,64,Divorced,Male,1,Technical Degree,2,35,Black Jack,1,60,10,9,1721,1976,5194,No,141333,263292,706665,6,10,51763,10,5,6,10,7,3,1,No,0.732425683,89570,0.733051825,0.731858776,0.536490411
2109,31,Divorced,Male,3,Technical Degree,1,12,Black Jack,2,98,6,0,2666,2384,6064,No,147583,215562,737915,0,4,34116,3,18,12,0,3,4,2,No,0.684072754,113467,0.68465756,0.927116442,0.634757281
2110,56,Divorced,Male,1,Technical Degree,2,37,Black Jack,4,30,8,3,2740,1920,6198,No,117257,310299,586285,2,21,28752,2,7,4,7,5,2,3,No,0.585234768,88505,0.585735079,0.723156871,0.423578347
2111,51,Divorced,Male,1,Technical Degree,1,50,Black Jack,2,72,4,6,1716,1534,4246,No,109280,248208,546400,3,26,41356,4,9,7,0,8,1,1,No,0.361263958,67924,0.361572798,0.554993586,0.200670584
2112,52,Divorced,Male,3,Technical Degree,3,19,Black Jack,3,99,5,10,1273,1867,5899,No,110484,239820,552420,2,25,32725,10,11,12,0,9,2,1,No,0.913679237,77759,0.91446033,0.635353428,0.581005506
2113,65,Divorced,Male,3,Technical Degree,2,50,Black Jack,4,33,4,9,1291,2068,5712,No,91983,204686,459915,1,1,61613,2,7,7,4,5,2,4,No,0.68314331,30370,0.683727321,0.248147271,0.169665068
2114,63,Divorced,Male,3,Technical Degree,2,9,Black Jack,3,37,2,8,1904,2987,4976,No,128287,256574,256574,4,24,48536,5,2,3,1,1,4,4,No,0.189480242,79751,0.189642226,0.651629667,0.123576501
2115,65,Divorced,Male,1,Technical Degree,1,50,Black Jack,3,28,8,4,2563,1702,3199,No,108285,216570,216570,0,8,54876,7,2,9,1,0,2,4,No,0.697728067,53409,0.698324547,0.436394388,0.304744913
2116,31,Divorced,Male,2,Technical Degree,1,2,Black Jack,2,87,6,7,1964,1639,5558,No,118742,118742,118742,2,22,76456,2,1,15,1,0,1,4,No,0.882531909,42286,0.883286375,0.345510553,0.305184764
2117,27,Divorced,Male,3,Technical Degree,1,26,Black Jack,4,72,4,8,1479,2656,5856,No,148782,275848,743910,2,21,46639,5,20,3,6,0,1,1,No,0.008519035,102143,0.008526318,0.834590275,0.007115982
